Number,Title,Type,metacritic_metascore,meta_user,meta_note
3765,Ultima - Quest of the Avatar,,,,"['unable to get the rating', 'unable to get the user rating']"
3766,Ultima - Warriors of Destiny,,,,"['unable to get the rating', 'unable to get the user rating']"
3767,Ultimate Air Combat,,,,"['unable to get the rating', 'unable to get the user rating']"
3768,Ultimate Basketball,,,,"['unable to get the rating', 'unable to get the user rating']"
3769,Ultimate League Soccer,,,,"['unable to get the rating', 'unable to get the user rating']"
3770,Ultimate Stuntman,,,,"['unable to get the rating', 'unable to get the user rating']"
3771,"Ultimate Stuntman, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3772,Ultraman Club 2 - Kaettekita Ultraman Club,,,,"['unable to get the rating', 'unable to get the user rating']"
3773,Ultraman Club 3,,,,"['unable to get the rating', 'unable to get the user rating']"
3774,Ultraman Kurabu,,,,"['unable to get the rating', 'unable to get the user rating']"
3775,Ultraman Kurabu 3,,,,"['unable to get the rating', 'unable to get the user rating']"
3776,"Uncanny X-Men, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3777,Uninvited,,,,"['unable to get the rating', 'unable to get the user rating']"
3778,"Untouchables, The (fc)",,,,"['unable to get the rating', 'unable to get the user rating']"
3779,Urban Champion,,37.0,4.8,[]
3780,Urusei Yatsura - Lum no Wedding Bell,,,,"['unable to get the rating', 'unable to get the user rating']"
3781,US Championship V'Ball,,,,"['unable to get the rating', 'unable to get the user rating']"
3782,USA Ice Hockey in FC,,,,"['unable to get the rating', 'unable to get the user rating']"
3783,Ushio to Tora - Shinen no Daiyou,,,,"['unable to get the rating', 'unable to get the user rating']"
3784,Utsurun Desu,,,,"['unable to get the rating', 'unable to get the user rating']"
3785,Valis - The Fantastic Soldier,,,,"['unable to get the rating', 'unable to get the user rating']"
3786,Valkyrie no Bouken - Toki no Kagi Densetsu,,,,"['unable to get the rating', 'unable to get the user rating']"
3787,Vegas Connection - Casino Kara Ai wo Komete,,,,"['unable to get the rating', 'unable to get the user rating']"
3788,Vegas Dream,,,,"['unable to get the rating', 'unable to get the user rating']"
3789,Venice Beach Volleyball,,,,"['unable to get the rating', 'unable to get the user rating']"
3790,Venus Senki - Back the City,,,,"['unable to get the rating', 'unable to get the user rating']"
3791,Venus Senki,,,,"['unable to get the rating', 'unable to get the user rating']"
3792,Venus Wars,,,,"['unable to get the rating', 'unable to get the user rating']"
3793,Vice - Project Doom,,,,"['unable to get the rating', 'unable to get the user rating']"
3794,Videomation,,,,"['unable to get the rating', 'unable to get the user rating']"
3795,Vindicators (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3796,Viva! Las Vegas,,,,"['unable to get the rating', 'unable to get the user rating']"
3797,Volguard 2,,,,"['unable to get the rating', 'unable to get the user rating']"
3798,Volleyball,,,tbd,['unable to get the rating']
3799,Wacky Races (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3800,Wagan Land,,,,"['unable to get the rating', 'unable to get the user rating']"
3801,Wagan Land 2,,,,"['unable to get the rating', 'unable to get the user rating']"
3802,Wagan Land 3,,,,"['unable to get the rating', 'unable to get the user rating']"
3803,Wall Street Kid,,,,"['unable to get the rating', 'unable to get the user rating']"
3804,Wally Bear and the No Gang,,,,"['unable to get the rating', 'unable to get the user rating']"
3805,Wanpaku Duck Yume Bouken,,,,"['unable to get the rating', 'unable to get the user rating']"
3806,Wanpaku Kokkun No Gurume World,,,,"['unable to get the rating', 'unable to get the user rating']"
3807,Wario No Mori,,,,"['unable to get the rating', 'unable to get the user rating']"
3808,Wario's Woods (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3809,Warpman,,,,"['unable to get the rating', 'unable to get the user rating']"
3810,Warrior of Argos,,,,"['unable to get the rating', 'unable to get the user rating']"
3811,Wayne Gretzky Hockey,,,tbd,['unable to get the rating']
3812,Waynes World (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3813,Wayne's World (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3814,WCW World Championship Wrestling,,,,"['unable to get the rating', 'unable to get the user rating']"
3815,Werewolf - The Last Warrior,,,,"['unable to get the rating', 'unable to get the user rating']"
3816,Werewolf,,,tbd,['unable to get the rating']
3817,Western Kids,,,,"['unable to get the rating', 'unable to get the user rating']"
3818,Wheel of Fortune (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3819,Wheel of Fortune - Family Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
3820,Wheel of Fortune - Junior Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
3821,Wheel of Fortune - Starring Vanna White,,,,"['unable to get the rating', 'unable to get the user rating']"
3822,Wheel of Fortune Family Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
3823,Wheel of Fortune Junior Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
3824,Wheel of Fortune Starring Vanna White,,,,"['unable to get the rating', 'unable to get the user rating']"
3825,Where in Time is Carmen Sandiego (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3826,Wheres Waldo,,,,"['unable to get the rating', 'unable to get the user rating']"
3827,Where's Waldo,,,,"['unable to get the rating', 'unable to get the user rating']"
3828,White Lion Densetsu,,,,"['unable to get the rating', 'unable to get the user rating']"
3829,Who Framed Roger Rabbit,,,,"['unable to get the rating', 'unable to get the user rating']"
3830,WhompEm,,,,"['unable to get the rating', 'unable to get the user rating']"
3831,Whomp'Em,,,,"['unable to get the rating', 'unable to get the user rating']"
3832,Widget,,,,"['unable to get the rating', 'unable to get the user rating']"
3833,Wild Gunman,,,,"['unable to get the rating', 'unable to get the user rating']"
3834,Willow (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3835,Wily & Light no Rockboard - Thats Paradise,,,,"['unable to get the rating', 'unable to get the user rating']"
3836,"Win, Lose or Draw",,,,"['unable to get the rating', 'unable to get the user rating']"
3837,"Wing of Madoola, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3838,Winter Games,,,,"['unable to get the rating', 'unable to get the user rating']"
3839,Wit's,,,,"['unable to get the rating', 'unable to get the user rating']"
3840,Wizardry - Proving Grounds of the Mad Overlord,,,,"['unable to get the rating', 'unable to get the user rating']"
3841,Wizardry - The Knight of Diamonds,,,,"['unable to get the rating', 'unable to get the user rating']"
3842,Wizardry II - Llylgamyn no Densetsu,,,,"['unable to get the rating', 'unable to get the user rating']"
3843,Wizards & Warriors,,70.0,7.3,[]
3844,Wizards & Warriors 3,,,,"['unable to get the rating', 'unable to get the user rating']"
3845,Wizards & Warriors III - Kuros - Visions of Power,,,,"['unable to get the rating', 'unable to get the user rating']"
3846,Wolverine,,,,"['unable to get the rating', 'unable to get the user rating']"
3847,Woody Poko,,,,"['unable to get the rating', 'unable to get the user rating']"
3848,World Boxing,,,,"['unable to get the rating', 'unable to get the user rating']"
3849,World Champ - Super Boxing Great Fight,,,,"['unable to get the rating', 'unable to get the user rating']"
3850,World Champ,,,,"['unable to get the rating', 'unable to get the user rating']"
3851,World Games,,,,"['unable to get the rating', 'unable to get the user rating']"
3852,World Super Tennis,,,,"['unable to get the rating', 'unable to get the user rating']"
3853,Wrath of the Black Manta,,,,"['unable to get the rating', 'unable to get the user rating']"
3854,Wrecking Crew,,,tbd,['unable to get the rating']
3855,Wurm - Journey to the Center of the Earth,,,,"['unable to get the rating', 'unable to get the user rating']"
3856,Wurm,,,,"['unable to get the rating', 'unable to get the user rating']"
3857,WWF King of the Ring,,,,"['unable to get the rating', 'unable to get the user rating']"
3858,WWF Steel Cage Challenge,,,,"['unable to get the rating', 'unable to get the user rating']"
3859,WWF Wrestlemania,,,,"['unable to get the rating', 'unable to get the user rating']"
3860,WWF Wrestlemania Challenge,,,,"['unable to get the rating', 'unable to get the user rating']"
3861,WWF Wrestlemania Steel Cage Challenge,,,,"['unable to get the rating', 'unable to get the user rating']"
3862,Xenophobe,,,,"['unable to get the rating', 'unable to get the user rating']"
3863,Xevious (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3864,Xexyz,,,,"['unable to get the rating', 'unable to get the user rating']"
3865,Yaji Kita Chin Douchuu,,,,"['unable to get the rating', 'unable to get the user rating']"
3866,Yo Noid,,,,"['unable to get the rating', 'unable to get the user rating']"
3867,Yo! Noid,,,,"['unable to get the rating', 'unable to get the user rating']"
3868,Yoshi,,79.0,7.9,[]
3869,Yoshi Hash Cookie,,,,"['unable to get the rating', 'unable to get the user rating']"
3870,Yoshi No Cookie (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3871,Yoshi No Tamago,,,,"['unable to get the rating', 'unable to get the user rating']"
3872,Yoshis Cookie (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3873,Yoshi's Cookie (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3874,Youkai Douchuuki (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3875,"Young Indiana Jones Chronicles, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3876,Ys,,,,"['unable to get the rating', 'unable to get the user rating']"
3877,Ys III - Wanderers From Ys (fc),,,,"['unable to get the rating', 'unable to get the user rating']"
3878,Yume Penguin Monogatari,,,,"['unable to get the rating', 'unable to get the user rating']"
3879,Zanac,,,tbd,['unable to get the rating']
3880,Zen - Intergalactic Ninja,,,,"['unable to get the rating', 'unable to get the user rating']"
3881,Zen Intergalactic Ninja,,,,"['unable to get the rating', 'unable to get the user rating']"
3882,Zenbei!! Pro Basketball,,,,"['unable to get the rating', 'unable to get the user rating']"
3883,Zippy Race,,,,"['unable to get the rating', 'unable to get the user rating']"
3884,Zoids - Chuuou Tairiku no Tatakai,,,,"['unable to get the rating', 'unable to get the user rating']"
3885,Zoids 2 - Zenebas no Gyakushuu,,,,"['unable to get the rating', 'unable to get the user rating']"
3886,Zombie Hunter,,,tbd,['unable to get the rating']
3887,Zombie Nation,,,,"['unable to get the rating', 'unable to get the user rating']"
3888,2020 Super Baseball (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
3889,3 Ninjas Kick Back,,,,"['unable to get the rating', 'unable to get the user rating']"
3890,3x3 Eyes - Seima Kourinden,,,,"['unable to get the rating', 'unable to get the user rating']"
3891,4 Nin Shougi,,,,"['unable to get the rating', 'unable to get the user rating']"
3892,46 Okunen Monogatari - Harukanaru Eden he,,,,"['unable to get the rating', 'unable to get the user rating']"
3893,"7th Saga, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3894,AAAHH Real Monsters,,,,"['unable to get the rating', 'unable to get the user rating']"
3895,ABC Monday Night Football,,,6.0,['unable to get the rating']
3896,Ace o Nerae,,,,"['unable to get the rating', 'unable to get the user rating']"
3897,ACME Animation Factory,,,,"['unable to get the rating', 'unable to get the user rating']"
3898,Acrobat Mission (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
3899,Action Pachio,,,,"['unable to get the rating', 'unable to get the user rating']"
3900,ActRaiser,,,,"['unable to get the rating', 'unable to get the user rating']"
3901,ActRaiser 2,,,,"['unable to get the rating', 'unable to get the user rating']"
3902,AD&D - Eye of the Beholder,,,,"['unable to get the rating', 'unable to get the user rating']"
3903,Addams Family Values,,,,"['unable to get the rating', 'unable to get the user rating']"
3904,"Addams Family, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3905,"Addams Family, The - Pugsley's Scavenger Hunt",,,,"['unable to get the rating', 'unable to get the user rating']"
3906,"Adventures of Batman & Robin, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3907,"Adventures of Dr. Franken, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3908,"Adventures of Kid Kleets, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3909,"Adventures of Rocky and Bullwinkle and Friends, The",,,,"['unable to get the rating', 'unable to get the user rating']"
3910,Adventures of Yogi Bear,,,,"['unable to get the rating', 'unable to get the user rating']"
3911,Aero Fighters (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
3912,Aero the Acro-Bat,,,,"['unable to get the rating', 'unable to get the user rating']"
3913,Aero the Acro-Bat 2,,,,"['unable to get the rating', 'unable to get the user rating']"
3914,Aerobiz,,,,"['unable to get the rating', 'unable to get the user rating']"
3915,Aerobiz Supersonic,,,,"['unable to get the rating', 'unable to get the user rating']"
3916,Aguri Suzuki F-1 Super Driving,,,,"['unable to get the rating', 'unable to get the user rating']"
