Number,Title,Type
3696,Tetris 2 (fc),
3697,Tetris 2 + Bombliss,
3698,Tetris Flash (fc),
3699,Tetsudou Ou,
3700,Tetsuwan Atom (fc),
3701,Thexder,
3702,"Three Stooges, The",
3703,Thunder & Lightning (fc),
3704,Thunderbirds (fc),
3705,Thundercade (fc),
3706,Tie Fighter 2,
3707,Tiger-Heli,
3708,Tiles of Fate,
3709,Time Lord,
3710,Time Zone,
3711,Times of Lore,
3712,Tiny Toon Adventures (fc),
3713,Tiny Toon Adventures 2 - Trouble in Wackyland,
3714,Tiny Toon Adventures 2,
3715,Tiny Toon Adventures Cartoon Workshop,
3716,Titan (fc),
3717,TM Network - Live in Power Bowl,
3718,Toki (fc),
3719,Toki No Tabibito,
3720,Tokoro San no Mamoru mo Semeru mo,
3721,Tokoro San No Mamorumo Semerumo,
3722,Tom & Jerry (fc),
3723,Tom Sawyer No Bouken,
3724,Tombs and Treasure,
3725,Tonjan,
3726,Toobin,
3727,Top Gun,
3728,Top Gun - The Second Mission,
3729,Top Striker,
3730,Total Recall,
3731,Totally Rad,
3732,Totsuzen! Machoman,
3733,Touch Down Fever,
3734,Touhou Kenbunroku,
3735,Toukaidou Gojuusan Tsugi,
3736,Toukon Club,
3737,Toukon Kurabu,
3738,Toukyou Pachi Slot Adventure,
3739,"Tower of Druaga, The",
3740,Toxic Crusaders,
3741,Track & Field,
3742,Track & Field 2,
3743,Track & Field II,
3744,Transformers - Comvoy no Nazo,
3745,Treasure Master,
3746,"Triathron, The",
3747,Trog (fc),
3748,Trojan (fc),
3749,"Trolls in Crazyland, The",
3750,Trolls on Treasure Island,
3751,Tsuppari Oozumou,
3752,Tsuppari Wars,
3753,Tsuri Kichi Sanpei - Blue Marlin Hen,
3754,Turbo Racing,
3755,Twin Cobra (fc),
3756,Twin Eagle - Revenge Joes Brother,
3757,Twin Eagle,
3758,TwinBee (fc),
3759,TwinBee 3 - Poko Poko Dai Maou,
3760,Uchuu Keibitai SDF,
3761,Uchuusen - Cosmo Carrier,
3762,UFO,
3763,Ufouria - The Saga,
3764,Ultima - Exodus,
3765,Ultima - Quest of the Avatar,
3766,Ultima - Warriors of Destiny,
3767,Ultimate Air Combat,
3768,Ultimate Basketball,
3769,Ultimate League Soccer,
3770,Ultimate Stuntman,
3771,"Ultimate Stuntman, The",
3772,Ultraman Club 2 - Kaettekita Ultraman Club,
3773,Ultraman Club 3,
3774,Ultraman Kurabu,
3775,Ultraman Kurabu 3,
3776,"Uncanny X-Men, The",
3777,Uninvited,
3778,"Untouchables, The (fc)",
3779,Urban Champion,
3780,Urusei Yatsura - Lum no Wedding Bell,
3781,US Championship V'Ball,
3782,USA Ice Hockey in FC,
3783,Ushio to Tora - Shinen no Daiyou,
3784,Utsurun Desu,
3785,Valis - The Fantastic Soldier,
3786,Valkyrie no Bouken - Toki no Kagi Densetsu,
3787,Vegas Connection - Casino Kara Ai wo Komete,
3788,Vegas Dream,
3789,Venice Beach Volleyball,
3790,Venus Senki - Back the City,
3791,Venus Senki,
3792,Venus Wars,
3793,Vice - Project Doom,
3794,Videomation,
3795,Vindicators (fc),
3796,Viva! Las Vegas,
3797,Volguard 2,
3798,Volleyball,
3799,Wacky Races (fc),
3800,Wagan Land,
3801,Wagan Land 2,
3802,Wagan Land 3,
3803,Wall Street Kid,
3804,Wally Bear and the No Gang,
3805,Wanpaku Duck Yume Bouken,
3806,Wanpaku Kokkun No Gurume World,
3807,Wario No Mori,
3808,Wario's Woods (fc),
3809,Warpman,
3810,Warrior of Argos,
3811,Wayne Gretzky Hockey,
3812,Waynes World (fc),
3813,Wayne's World (fc),
3814,WCW World Championship Wrestling,
3815,Werewolf - The Last Warrior,
3816,Werewolf,
3817,Western Kids,
3818,Wheel of Fortune (fc),
3819,Wheel of Fortune - Family Edition,
3820,Wheel of Fortune - Junior Edition,
3821,Wheel of Fortune - Starring Vanna White,
3822,Wheel of Fortune Family Edition,
3823,Wheel of Fortune Junior Edition,
3824,Wheel of Fortune Starring Vanna White,
3825,Where in Time is Carmen Sandiego (fc),
3826,Wheres Waldo,
3827,Where's Waldo,
3828,White Lion Densetsu,
3829,Who Framed Roger Rabbit,
3830,WhompEm,
3831,Whomp'Em,
3832,Widget,
3833,Wild Gunman,
3834,Willow (fc),
3835,Wily & Light no Rockboard - Thats Paradise,
3836,"Win, Lose or Draw",
3837,"Wing of Madoola, The",
3838,Winter Games,
3839,Wit's,
3840,Wizardry - Proving Grounds of the Mad Overlord,
3841,Wizardry - The Knight of Diamonds,
3842,Wizardry II - Llylgamyn no Densetsu,
3843,Wizards & Warriors,
3844,Wizards & Warriors 3,
3845,Wizards & Warriors III - Kuros - Visions of Power,
3846,Wolverine,
3847,Woody Poko,
3848,World Boxing,
3849,World Champ - Super Boxing Great Fight,
3850,World Champ,
3851,World Games,
3852,World Super Tennis,
3853,Wrath of the Black Manta,
3854,Wrecking Crew,
3855,Wurm - Journey to the Center of the Earth,
3856,Wurm,
3857,WWF King of the Ring,
3858,WWF Steel Cage Challenge,
3859,WWF Wrestlemania,
3860,WWF Wrestlemania Challenge,
3861,WWF Wrestlemania Steel Cage Challenge,
3862,Xenophobe,
3863,Xevious (fc),
3864,Xexyz,
3865,Yaji Kita Chin Douchuu,
3866,Yo Noid,
3867,Yo! Noid,
3868,Yoshi,
3869,Yoshi Hash Cookie,
3870,Yoshi No Cookie (fc),
3871,Yoshi No Tamago,
3872,Yoshis Cookie (fc),
3873,Yoshi's Cookie (fc),
3874,Youkai Douchuuki (fc),
3875,"Young Indiana Jones Chronicles, The",
3876,Ys,
3877,Ys III - Wanderers From Ys (fc),
3878,Yume Penguin Monogatari,
3879,Zanac,
3880,Zen - Intergalactic Ninja,
3881,Zen Intergalactic Ninja,
3882,Zenbei!! Pro Basketball,
3883,Zippy Race,
3884,Zoids - Chuuou Tairiku no Tatakai,
3885,Zoids 2 - Zenebas no Gyakushuu,
3886,Zombie Hunter,
3887,Zombie Nation,
3888,2020 Super Baseball (SNES),
3889,3 Ninjas Kick Back,
3890,3x3 Eyes - Seima Kourinden,
3891,4 Nin Shougi,
3892,46 Okunen Monogatari - Harukanaru Eden he,
3893,"7th Saga, The",
3894,AAAHH Real Monsters,
3895,ABC Monday Night Football,
3896,Ace o Nerae,
3897,ACME Animation Factory,
3898,Acrobat Mission (SNES),
3899,Action Pachio,
3900,ActRaiser,
3901,ActRaiser 2,
3902,AD&D - Eye of the Beholder,
3903,Addams Family Values,
3904,"Addams Family, The",
3905,"Addams Family, The - Pugsley's Scavenger Hunt",
3906,"Adventures of Batman & Robin, The",
3907,"Adventures of Dr. Franken, The",
3908,"Adventures of Kid Kleets, The",
3909,"Adventures of Rocky and Bullwinkle and Friends, The",
3910,Adventures of Yogi Bear,
3911,Aero Fighters (SNES),
3912,Aero the Acro-Bat,
3913,Aero the Acro-Bat 2,
3914,Aerobiz,
3915,Aerobiz Supersonic,
3916,Aguri Suzuki F-1 Super Driving,
3917,Air Cavalry,
3918,Air Management II - Koukuu Ou wo Mezase,
3919,Akazukin Cha Cha,
3920,Akumajou Dracula,
3921,Al Unser Jr.s Road to the Top,
3922,Al Unser Jr's Road to the Top,
3923,Aladdin (Europe),
3924,Albert Odyssey,
3925,Alcahest,
3926,Alfred Chicken,
3927,Alice no Paint Adventure,
3928,Alien 3,
3929,Alien vs. Predator (SNES),
3930,All-American Championship Football,
3931,"Amazing Spider-Man, The - Lethal Foes",
3932,America Oudan Ultra Quiz,
3933,American Battle Dome,
3934,American Gladiators,
3935,"American Tail, An - Fievel Goes West",
3936,Ancient Magic - Bazoo! Mahou Sekai,
3937,Andre Agassi Tennis,
3938,Animaniacs,
3939,Aoki Densetsu Shoot!,
3940,Aqutallion,
3941,Araiguma Rascal,
3942,Arcades Greatest Hits - The Atari Collection 1,
3943,Arcade's Greatest Hits - The Atari Collection 1,
3944,Arcana,
3945,Arcus Spirits,
3946,Ardy Lightfoot,
3947,Area 88,
3948,Arkanoid - Doh It Again,
3949,Art of Fighting (SNES),
3950,Asahi Shinbun Rensai - Katou Ichi-Ni-San Shougi - Shingiryuu,
3951,Asameshimae Nyanko,
3952,Ashita no Joe,
3953,Assault Suits Valken,
3954,Asterix (SNES),
3955,Asterix & Obelix,
3956,Axelay,
3957,B.O.B.,
3958,Bakuto Dochers,
3959,Ball Bullet Gun,
3960,Ballz 3D,
3961,Barbarossa,
3962,Barbie Super Model,
3963,Barbie Vacation Adventure,
3964,Barkley's Power Dunk,
3965,BASS Masters Classic,
3966,BASS Masters Classic - Pro Edition,
3967,Bassins Black Bass,
3968,Bastard!! - Ankoku no Hakai-shin,
3969,Batman - Revenge of the Joker,
3970,Batman Forever,
3971,Batman Returns,
3972,Battle Blaze,
3973,Battle Cars,
3974,Battle Clash,
3975,Battle Commander - Hachibushuu Shura no Heihou,
3976,Battle Cross,
3977,Battle Dodge Ball II,
3978,Battle Dodgeball,
3979,Battle Dodgeball II,
3980,Battle Grand Prix,
3981,Battle Jockey,
3982,Battle Pinball,
3983,Battle Racers,
3984,Battle Robot Retsuden,
3985,Battle Soccer - Field no Hasha,
3986,Battle Soccer 2,
3987,Battle Submarine,
3988,Battle Zeque Den,
3989,Battletech,
3990,Battletech 3050,
3991,Battletoads & Double Dragon - The Ultimate Team,
3992,Battletoads in Battlemaniacs,
3993,Beauty and the Beast,
3994,Beavis and Butt-Head,
3995,Bebes Kids,
3996,Bebe's Kids,
3997,Beethovens 2nd - The Ultimate Canine Caper,
3998,Beethoven's 2nd,
3999,Benkei Gaiden - Suna no Shou,
4000,Best of the Best - Championship Karate,
4001,Biker Mice from Mars,
4002,Bill Laimbeers Combat Basketball,
4003,Bill Laimbeer's Combat Basketball,
4004,Bio Metal,
4005,Bishoujo Senshi Sailor Moon,
4006,Bishoujo Senshi Sailor Moon S - Kondo ha Puzzle de Oshiokiyo!,
4007,Bishoujo Senshi Sailor Moon S - Kurukkurin,
4008,Bishoujo Senshi Sailor Moon Super S - Fuwa Fuwa Panic,
4009,Bishoujo Senshi Sailormoon,
4010,Blackthorne,
4011,BlaZeon - The Bio-Cyborg Challenge,
4012,Blazeon,
4013,Blazing Skies,
4014,Block Kuzushi,
4015,"Blues Brothers, The",
4016,Bobby's World,
4017,Bomberman B-Daman,
4018,Bombuzal,
4019,Bonkers,
4020,Boogerman - A Pick and Flick Adventure,
4021,Boxing Legends of the Ring,
4022,Brain Lord,
4023,"Brainies, The",
4024,Bram Stoker's Dracula,
4025,Brandish,
4026,Brandish 2 - Expert,
4027,Brawl Brothers,
4028,BreakThru,
4029,BreakThru!,
4030,Breath of Fire,
4031,Breath of Fire - Ryuu no Senshi,
4032,Breath of Fire II,
4033,Brett Hull Hockey,
4034,Brett Hull Hockey 95,
4035,Bronkie Health Hero,
4036,Bronkie the Bronchiasaurus,
4037,Brunswick World Tournament of Champions,
4038,Brutal - Paws of Fury,
4039,BS Albert Odyssey,
4040,Bugs Bunny - Hachamecha Daibouken,
4041,Bugs Bunny - Rabbit Rampage,
4042,Bugs Bunny in Rabbit Rampage,
4043,Bulls vs Blazers and the NBA Playoffs,
4044,Burai - Hachigyoku no Yuushi Densetsu,
4045,Bust-A-Move,
4046,Cacoma Knight,
4047,Cacoma Knight in Bizyland,
4048,Cal Ripken Jr. Baseball,
4049,California Games II,
4050,Cameltry (SNES),
4051,Cannon Fodder,
4052,Cannondale Cup,
4053,Capcoms MVP Football,
4054,Capcom's MVP Football,
4055,Capcom's Soccer Shootout,
4056,Captain America and the Avengers (SNES),
4057,Captain Commando (SNES),
4058,Captain Novolin,
4059,Caravan Shooting Collection,
4060,Card Master - Rimusaria no Fuuin,
4061,Carrier Aces,
4062,Casper,
4063,Castlevania - Dracula X,
4064,CB Chara Wars - Ushinawareta Gag,
4065,Champions - World Class Soccer,
4066,Champions World Class Soccer,
4067,Championship Pool,
4068,"Chaos Engine, The",
4069,Chavez,
4070,Chavez II,
4071,"Chessmaster, The",
4072,Chinhai,
4073,Choplifter III,
4074,Chou Makai-Mura,
4075,Choujikuu Yousai Macross - Scrambled Valkyrie,
4076,Choukou Goukami Xardion,
4077,Chrono Trigger,
4078,Chuck Rock,
4079,Civilization,
4080,Clay Fighter 2 - Judgment Clay,
4081,Cliffhanger,
4082,Clock Tower,
4083,Clock Works,
4084,Clock werx,
4085,Clue,
4086,College Football USA 97,
4087,College Slam,
4088,Columns,
4089,"Combatribes, The",
4090,Congos Caper,
4091,Congo's Caper,
4092,Contra III - The Alien Wars,
4093,Contra Spirits,
4094,Conveni Wars Barcode Battler Senki - Super Senshi Shutsugeki Seyo!,
4095,Cool Spot,
4096,Cool World,
4097,Coron Land,
4098,Cosmo Gang - The Puzzle,
4099,Cosmo Gang - The Video,
4100,Cosmo Police Galivan II - Arrow of Justice,
4101,Crayon Shin-chan - Arashi wo yobu Enji,
4102,Crayon Shin-chan 2 - Daimaou no Gyakushuu,
4103,Crystal Beans From Dungeon Explorer,
4104,CutThroat Island,
4105,Cyber Spin,
4106,Cybernator,
4107,Cyborg 009,
4108,Daffy Duck - The Marvin Missions,
4109,Dai-3-Ji Super Robot Taisen,
4110,Daibakushou Jinsei Gekijou - Dokidoki Seishun,
4111,Daibakushou Jinsei Gekijou - Ooedo Nikki,
4112,Daibakushou Jinsei Gekijou,
4113,Darius Force,
4114,Darius Twin,
4115,Dark Half,
4116,Dark Kingdom,
4117,Date Kimiko no Virtual Tennis,
4118,David Cranes Amazing Tennis,
4119,David Crane's Amazing Tennis,
4120,Daze Before Christmas,
4121,"Death and Return of Superman, The",
4122,Death Brade,
4123,Demolition Man,
4124,Demons Crest,
4125,Dennis,
4126,Dennis the Menace,
4127,Derby Jockey 2,
4128,Desert Fighter,
4129,Desert Strike - Return to the Gulf,
4130,Dezaemon - Kaite Tsukutte Asoberu,
4131,D-Force,
4132,Dharma Doujou (SNES),
4133,Dig & Spike Volleyball,
4134,Dimension Force,
4135,Dino City,
4136,Dino Wars - Kyouryuu Oukoku heno Daibouken,
4137,DinoCity,
4138,Dokapon 3-2-1 - Arashi wo Yobu Yujo,
4139,Dokapon Gaiden - Honoo no Audition,
4140,Dokuritsu Sensou - Liberty or Death,
4141,Dolucky no A.League Soccer,
4142,Dolucky no Puzzle Tour '94,
4143,Donald Duck Mahou no Boushi,
4144,Donkey Kong Country - Competition Cartridge,
4145,Donkey Kong Country 2 - Diddys Kong Quest,
4146,Donkey Kong Country 3 - Dixie Kongs Double Trouble,
4147,Doom Troopers - Mutant Chronicles,
4148,Doomsday Warrior,
4149,Doraemon 3 - Nobita to Toki no Hougyoku,
4150,Doraemon 4 - Nobita to Tsuki no Oukoku,
4151,Dossun! Ganseki Battle,
4152,Double Dragon V - The Shadow Falls,
4153,Downtown Nekketsu Baseball Monogatari - Baseball de Shoufuda! Kunio-kun,
4154,Dr. Mario,
4155,Dragon - The Bruce Lee Story,
4156,Dragon Quest I & II,
4157,Dragon View,
4158,Dragon's Earth,
4159,Dragons Lair,
4160,Dragon's Lair,
4161,Dragon's Magic,
4162,Drakkhen,
4163,Dream Basketball - Dunk & Hoop,
4164,Dream TV,
4165,Dual Orb II,
4166,"Duel, The - Test Drive II",
4167,Dungeon Master,
4168,Dynamic Stadium,
4169,E.V.O. - Search for Eden,
4170,E.V.O. Search for Eden,
4171,Earth Defense Force,
4172,EarthBound,
4173,Earthworm Jim,
4174,Earthworm Jim 2,
4175,Edono Kiba,
4176,Eek The Cat,
4177,Eek! The Cat,
4178,Elite Soccer,
4179,Emmitt Smith Football,
4180,Equinox,
4181,ESPN Baseball Tonight,
4182,ESPN National Hockey Night,
4183,ESPN Speedworld,
4184,Exertainment Mountain Bike Rally,
4185,Exertainment Mountain Bike Rally + Speed Racer,
4186,Exhaust Heat,
4187,Extra Innings,
4188,F-1 Grand Prix (SNES),
4189,F-1 Grand Prix Part II (SNES),
4190,F1 World Championship Edition,
4191,Faceball 2000,
4192,Family Dog,
4193,Family Feud,
4194,Fatal Fury,
4195,Fatal Fury 2 (SNES),
4196,Fatal Fury Special (SNES),
4197,Feda - The Emblem of Justice,
4198,Fever Pitch Soccer,
4199,FIFA International Soccer,
4200,Fighters History,
4201,Final Fantasy II,
4202,Final Fantasy III,
4203,Final Fantasy IV,
4204,Final Fantasy IV - Easy Type,
4205,Final Fantasy V,
4206,Final Fight (SNES),
4207,Final Fight 2,
4208,Final Fight 3,
4209,Final Fight Guy,
4210,Final Knockout,
4211,Final Set Tennis,
4212,Finalset,
4213,Fire Fighting,
4214,Fire Striker,
4215,"Firemen, The",
4216,Firepower 2000,
4217,FireStriker,
4218,First Queen - Ornic Senki,
4219,First Samurai,
4220,Flashback,
4221,"Flintstones, The",
4222,"Flintstones, The - The Treasure of Sierra Madrock",
4223,Flying Hero - Bugyuru no Daibouken,
4224,Football Fury,
4225,Foreman for Real,
4226,Frank Thomas Big Hurt Baseball,
4227,Frantic Flea,
4228,Frogger (SNES),
4229,From TV Animation Slam Dunk - Dream Team Shueisha Limited,
4230,From TV Animation Slam Dunk - SD Heat Up!!,
4231,From TV Animation Slam Dunk - Shikyou Gekitotsu!!,
4232,Front Mission,
4233,Full Throttle - All-American Racing,
4234,Fun n Games,
4235,Fun 'N Games,
4236,Fune Tarou,
4237,F-Zero,
4238,Galaxy Wars,
4239,Gambler Jikochuushinha - Mahjong Kouisen,
4240,Gambler Jikochuushinha 2 - Dorapon Quest,
4241,Gan Gan Ganchan,
4242,Ganbare Daiku no Gensan,
4243,Garou Densetsu - Shukumei no Tatakai,
4244,Gekitotsu Dangan Jidousha Kessen - Battle Mobile,
4245,Gemfire,
4246,Genghis Khan II - Clan of the Gray Wolf,
4247,Genocide 2,
4248,George Foreman's KO Boxing,
4249,Ghost Chaser Densei,
4250,Ghoul Patrol,
4251,Ginga Eiyuu Densetsu - Senjutsu Simulation,
4252,Go Go Ackman,
4253,Go Go Ackman 2,
4254,Go Go Ackman 3,
4255,Gods,
4256,Gon,
4257,Goof Troop,
4258,Goofy to Max - Kaizoku Shima no Daibouken,
4259,Gousou Shinrai Monogatari - Musya,
4260,GP-1,
4261,GP-1 - Part II,
4262,GP-1 Part II,
4263,GP-1 Rapid Stream,
4264,Gradius III (SNES),
4265,"Great Battle Gaiden 2, The",
4266,"Great Battle II, The - Last Fighter Twin",
4267,"Great Battle III, The",
4268,"Great Battle IV, The",
4269,"Great Battle V, The",
4270,"Great Circus Mystery Starring Mickey & Minnie, The",
4271,"Great Waldo Search, The",
4272,GS Mikami - Joreishi ha Nice Body,
4273,GT Racing,
4274,Hagane - The Final Conflict,
4275,Hakunetsu Pro Yakyuu - Ganba League,
4276,Hakunetsu Pro Yakyuu 93 - Ganba League,
4277,Hakunetsu Pro Yakyuu '93 - Ganba League,
4278,Hakunetsu Pro Yakyuu 94 - Ganba League 3,
4279,Hakunetsu Pro Yakyuu '94 - Ganba League 3,
4280,HALs Hole in One Golf,
4281,HAL's Hole in One Golf,
4282,Hamelin no Violin Hiki,
4283,Hammer Lock Wrestling,
4284,Hansei Zaru - Jirou-kun no Daibouken,
4285,Haou Taikei Ryuu Knight - Lord of Paladin,
4286,HardBall III,
4287,Harleys Humongous Adventure,
4288,Harley's Humongous Adventure,
4289,Harvest Moon,
4290,Hashire Hebereke,
4291,Hat Trick Hero,
4292,Hat Trick Hero 2,
4293,Hebereke no Oishii Puzzle - ha Irimasen ka,
4294,Hebereke no Popuun,
4295,Heberekes Popoitto,
4296,Heberekes Popoon,
4297,Heisei Inu Monogatari Bow - Pop'n Smash!!,
4298,Hello! Pac-Man,
4299,Hiryuu no Ken S - Golden Fighter,
4300,Hiryuu no Ken S - Hyper Version,
4301,Hit the Ice - VHL - The Official Video Hockey League,
4302,Hit the Ice (SNES),
4303,Hokuto no Ken 6 - Gekitou Denshouken - Haou heno Michi,
4304,Holy Striker,
4305,Home Alone 2 - Lost in New York,
4306,Home Improvement - Power Tool Pursuit,
4307,Home Improvement,
4308,Honoo no Doukyuuji - Dodge Danpei,
4309,Hook,
4310,Houkago in Beppin Jogakuin,
4311,Human Baseball,
4312,Human Grand Prix,
4313,Human Grand Prix II,
4314,"Humans, The",
4315,Hungry Dinosaurs,
4316,"Hunt for Red October, The",
4317,Hurricanes,
4318,"Hurricanes, The",
4319,Hyper Iria,
4320,Hyper V-Ball,
4321,HyperZone,
4322,"Ignition Factor, The",
4323,Ikari no Yousai,
4324,Illusion of Time,
4325,Imperium,
4326,Inazuma Serve da!! Super Beach Volley,
4327,Incantation,
4328,"Incredible Crash Dummies, The",
4329,"Incredible Hulk, The",
4330,Indiana Jones Greatest Adventures,
4331,Inindo - Way of the Ninja,
4332,Inspector Gadget,
4333,International Superstar Soccer,
4334,International Superstar Soccer Deluxe,
4335,International Tennis Tour,
4336,"Irem Major Title, The",
4337,"Irem Skins Game, The",
4338,Iron Commando - Koutetsu no Senshi,
4339,"Itchy & Scratchy Game, The",
4340,Izzys Quest for the Olympic Rings,
4341,J.League Excite Stage '94,
4342,J.League Excite Stage '95,
4343,J.League Soccer Prime Goal 2,
4344,J.League Super Soccer,
4345,J.R.R. Tolkiens The Lord of the Rings - Volume 1,
4346,Jack Nicklaus Golf,
4347,Jaki Crush,
4348,Jaleco Rally - Big Run - The Supreme 4WD Challenge,
4349,James Bond Jr,
4350,Jammes,
4351,Jelly Boy,
4352,Jeopardy,
4353,Jeopardy - Deluxe Edition,
4354,Jeopardy - Sports Edition,
4355,Jeopardy!,
4356,Jeopardy! Deluxe Edition,
4357,Jeopardy! Sports Edition,
4358,Jerry Boy,
4359,"Jetsons, The - Invasion of the Planet Pirates",
4360,Jigsaw Party,
4361,Jim Lees WildC.A.T.S - Covert-Action-Teams,
4362,Jim Power - The Lost Dimension in 3D,
4363,Jimmy Connors Pro Tennis Tour,
4364,Jimmy Houstons Bass Tournament U.S.A,
4365,Jimmy Houston's Bass Tournament U.S.A.,
4366,Jissen! Bass Fishing Hisshouhou in USA,
4367,Joe & Mac - Caveman Ninja,
4368,Joe & Mac - Tatakae Genshijin,
4369,Joe & Mac,
4370,Joe & Mac 2 - Lost in the Tropics,
4371,John Madden Football,
4372,John Madden Football 93,
4373,JRR Tolkien's The Lord of the Rings - Volume 1,
4374,Judge Dredd (SNES),
4375,Jumbo Osaki no Hole In One,
4376,"Jungle Book, The",
4377,Jungle no Ouja Tar-chan - Sekai Manyuu Dai Kakutou no Maki,
4378,Jurassic Park,
4379,Jurassic Park Part 2 - The Chaos Continues,
4380,Justice League Task Force,
4381,Jutei Senki,
4382,Ka-blooey,
4383,Kablooey,
4384,Kabuki Machi Reach Mahjong,
4385,Kabuki Rocks,
4386,Kagakusha Harley no Haran Banjou,
4387,Kamen Rider,
4388,Kamen Rider SD - Shutsugeki!! Rider Machine,
4389,Karuraou,
4390,Katou Ichi-Ni-San Kudan Shougi Club,
4391,Kawasaki Superbike Challenge,
4392,Keeper,
4393,Ken Griffey Jr. Presents Major League Baseball,
4394,Ken Griffey Jr.s Winning Run,
4395,Kendo Rage,
4396,Kick Off,
4397,Kick Off 3 - European Challenge,
4398,Kid Klown in Crazy Chase,
4399,Kidou Butouden G-Gundam,
4400,Kidou Senshi Gundam - Cross Dimension 0079,
4401,Kidou Senshi Gundam F91 - Formula Senki 0122,
4402,Kidou Senshi V Gundam,
4403,Kidou Senshi V-Gundam,
4404,Kidou Soukou Dion,
4405,Kiki KaiKai - Nazo no Kuro Mantle,
4406,Kiki KaiKai - Tsukiyo Soushi,
4407,Killer Instinct,
4408,King Arthur & The Knights of Justice,
4409,King Arthurs World,
4410,King Arthur's World,
4411,King of Dragons,
4412,"King of Rally, The",
4413,King of the Monsters (SNES),
4414,King of the Monsters 2,
4415,Kinnikuman - Dirty Challenger,
4416,Kirby Bowl,
4417,Kirby's Avalanche,
4418,Kirby's Dream Course,
4419,Kirbys Dream Land 3,
4420,Kirbys Fun Pak,
4421,Kirbys Ghost Trap,
4422,Kiteretsu Daihyakka - Choujikuu Sugoroku,
4423,Knights of the Round (SNES),
4424,Kouryuu no Mimi,
4425,Kouryuuki,
4426,Koushien 2,
4427,Koushien 3,
4428,Krustys Super Fun House,
4429,Krusty's Super Fun House,
4430,Kunio no Oden,
4431,Kunio-kun no Dodge Ball - Zenin Shuugou!,
4432,Kunio-kun no Dodge Ball - Zenin Shuugou! Tournament Special,
4433,Kyle Pettys No Fear Racing,
4434,Lagoon,
4435,Lamborghini - American Challenge,
4436,Larry Nixon's Super Bass Fishing,
4437,Last Action Hero,
4438,"Last Battle, The",
4439,Last Fighter Twin,
4440,"Lawnmower Man, The",
4441,"Legend of the Mystical Ninja, The",
4442,Legend of Zelda - A Link to The Past (BR),
4443,"Legend of Zelda, The - A Link to the Past",
4444,Lemmings (SNES),
4445,Lemmings 2 - The Tribes,
4446,Lethal Enforcers,
4447,Lethal Weapon,
4448,Libble Rabble (SNES),
4449,Liberty or Death,
4450,Light Fantasy,
4451,Light Fantasy II,
4452,"Lion King, The",
4453,Little Magic,
4454,Live A Live,
4455,Lock On,
4456,Lode Runner Twin - Justy to Liberty no Daibouken,
4457,Logos Panic,
4458,Looney Tunes Basketball,
4459,Lord Monarch,
4460,Lord of Darkness,
4461,"Lost Vikings II, The - Norse by Norsewest",
4462,"Lost Vikings II, The",
4463,"Lost Vikings, The",
4464,Lufia,
4465,Lufia & the Fortress of Doom,
4466,Lupin III - Densetsu no Hihou wo Oe!,
4467,Madden NFL '96 - Reviewer Version,
4468,Madden NFL '96,
4469,Madden NFL '97,
4470,Magic Boy,
4471,Magic Johnson no Super Slam Dunk,
4472,Magic Johnson's Super Slam Dunk,
4473,Magic Sword,
4474,Magical Drop,
4475,Magical Drop 2,
4476,Magical Popn,
4477,"Magical Quest Starring Mickey Mouse, The",
4478,Magical Taruruuto-kun - Magic Adventure,
4479,Mahou Poi Poi Poitto!,
4480,Majuu Ou,
4481,Makeruna Makendou 2 - Kimero Youkai Souridaijin,
4482,Makeruna! Makendou,
4483,Mario Is Missing,
4484,Mario is Missing!,
4485,Mario no Super Picross,
4486,Marios Early Years - Fun with Letters,
4487,Mario's Early Years - Fun With Letters,
4488,Marios Early Years - Preschool Fun,
4489,Mario's Early Years - Preschool Fun,
4490,Marios Time Machine,
4491,Mario's Time Machine,
4492,Marvel Super Heroes in War of the Gems,
4493,Mary Shelleys Frankenstein,
4494,"Mask, The",
4495,Math Blaster - Episode 1,
4496,Maui Mallard in Cold Shadow,
4497,Mecarobot Golf,
4498,MechWarrior,
4499,Mechwarrior 3050,
4500,Mega Man 7,
4501,Mega Man Soccer,
4502,Mega Man X,
4503,Mega Man X 2,
4504,Mega Man X3,
4505,Mega Man's Soccer,
4506,Mega-lo-Mania,
4507,Melfand Stories,
4508,Metal Marines,
4509,Metal Morph,
4510,Metal Slader Glory - Directors Cut,
4511,Metal Warriors,
4512,Michael Jordan - Chaos in the Windy City,
4513,Mickey Mania,
4514,Mickey no Tokyo Disneyland Daibouken,
4515,Mickey to Donald - Magical Adventure 3,
4516,Mickey to Minnie - Magical Adventure 2,
4517,Mickey's Playtown Adventure - A Day of Discovery!,
4518,Mickeys Ultimate Challenge,
4519,Mickey's Ultimate Challenge,
4520,Micro Machines,
4521,Micro Machines 2 - Turbo Tournament,
4522,Might and Magic II,
4523,Might and Magic III - Isles of Terra,
4524,Mighty Max,
4525,Mighty Morphin Power Rangers,
4526,Mighty Morphin Power Rangers - The Fighting Edition,
4527,Mighty Morphin Power Rangers - The Movie,
4528,Mini Yonku Lets & Go - Power WGP 2,
4529,Miracle Girls,
4530,Mohawk & Headphone Jack,
4531,Monopoly,
4532,Monster Maker Kids - Ousama ni Naritai,
4533,Mortal Kombat (SNES),
4534,Mortal Kombat 3,
4535,Mortal Kombat II,
4536,Mr. Do,
4537,Mr. Do! (SNES),
4538,Mr. Nutz,
