Number,Title,Type,ign_score,ign_user,ign_note
5043,Super Nobunaga no Yabou - Zengoku Han,,,,"['unable to get the rating', 'unable to get the user rating']"
5044,Super Nova,,NR,-,[]
5045,Super Off Road - The Baja,,NR,5,[]
5046,Super Oozumou Netsusen Daiichiban,,,,"['unable to get the rating', 'unable to get the user rating']"
5047,Super Pang (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
5048,Super Pinball - Behind the Mask,,NR,7,[]
5049,Super Pinball II - Amazing Odyssey,,,,"['unable to get the rating', 'unable to get the user rating']"
5050,Super Play Action Football,,NR,7,[]
5051,Super Power League,,NR,,['unable to get the user rating']
5052,Super Probotector - Alien Rebels,,,,"['unable to get the rating', 'unable to get the user rating']"
5053,Super Professional Baseball,,,,"['unable to get the rating', 'unable to get the user rating']"
5054,Super Professional Baseball II,,,,"['unable to get the rating', 'unable to get the user rating']"
5055,Super Punch-Out,,,,"['unable to get the rating', 'unable to get the user rating']"
5056,Super Punch-Out!! (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
5057,Super Putty,,NR,-,[]
5058,Super Puyo Puyo 2,,NR,8,[]
5059,Super Puyo Puyo 2 Remix,,,,"['unable to get the rating', 'unable to get the user rating']"
5060,Super R.B.I. Baseball,,NR,-,[]
5061,Super Robot Taisen EX,,NR,-,[]
5062,Super Royal Blood,,,,"['unable to get the rating', 'unable to get the user rating']"
5063,Super R-Type,,,,"['unable to get the rating', 'unable to get the user rating']"
5064,Super Rugby,,,,"['unable to get the rating', 'unable to get the user rating']"
5065,Super Sangokushi,,,,"['unable to get the rating', 'unable to get the user rating']"
5066,Super Scope 6,,NR,6,[]
5067,Super Shadow of the Beast,,,,"['unable to get the rating', 'unable to get the user rating']"
5068,Super Slam Dunk,,,,"['unable to get the rating', 'unable to get the user rating']"
5069,Super Slapshot,,NR,-,[]
5070,Super Smash T.V.,,7.6,7.6,[]
5071,Super Snakey,,,,"['unable to get the rating', 'unable to get the user rating']"
5072,Super Soccer,,NR,6.5,[]
5073,Super Soccer Champ,,NR,-,[]
5074,Super Solitaire,,NR,-,[]
5075,Super Soukoban,,,,"['unable to get the rating', 'unable to get the user rating']"
5076,Super Stadium,,,,"['unable to get the rating', 'unable to get the user rating']"
5077,Super Star Wars,,8,7.1,[]
5078,Super Star Wars - Return of the Jedi,,8.5,7.5,[]
5079,Super Star Wars - The Empire Strikes Back,,7.5,7.1,[]
5080,Super Street Fighter II,,,,"['unable to get the rating', 'unable to get the user rating']"
5081,Super Strike Eagle,,NR,-,[]
5082,Super SWIV,,,,"['unable to get the rating', 'unable to get the user rating']"
5083,Super Tekkyuu Fight!,,,,"['unable to get the rating', 'unable to get the user rating']"
5084,Super Tennis,,NR,7.5,[]
5085,Super Tennis World Circuit,,,,"['unable to get the rating', 'unable to get the user rating']"
5086,Super Tetris 2 + Bombliss - Gentei Han,,,,"['unable to get the rating', 'unable to get the user rating']"
5087,Super Tetris 2 + Bombliss,,NR,8,[]
5088,Super Tetris 3,,NR,-,[]
5089,Super Troll Islands,,,,"['unable to get the rating', 'unable to get the user rating']"
5090,Super Turrican,,8.5,8,[]
5091,Super Turrican 2,,7.5,8,[]
5092,Super Ultra Baseball,,,,"['unable to get the rating', 'unable to get the user rating']"
5093,Super Ultra Baseball 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5094,Super Valis - Akaki Tsuki no Otome,,,,"['unable to get the rating', 'unable to get the user rating']"
5095,Super Valis IV,,NR,7,[]
5096,Super Volley II,,,,"['unable to get the rating', 'unable to get the user rating']"
5097,Super Wagyan Land,,NR,,['unable to get the user rating']
5098,Super Wagyan Land 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5099,Super Widget,,NR,7,[]
5100,Sutobasu Yarou Show - 3 on 3 Basketball,,,,"['unable to get the rating', 'unable to get the user rating']"
5101,Suzuka 8 Hours,,NR,6,[]
5102,SWAT Kats - The Radical Squadron,,NR,-,[]
5103,Sword Maniac,,,,"['unable to get the rating', 'unable to get the user rating']"
5104,Sword World SFC,,,,"['unable to get the rating', 'unable to get the user rating']"
5105,Sword World SFC 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5106,Syndicate,,7.5,7.3,[]
5107,Syvalion,,NR,-,[]
5108,T2 - The Arcade Game,,NR,7.2,[]
5109,Tactics Ogre - Let Us Cling Together (J),,,,"['unable to get the rating', 'unable to get the user rating']"
5110,Taekwon-Do,,,,"['unable to get the rating', 'unable to get the user rating']"
5111,Takahashi Meijin no Daibouken Shima,,,,"['unable to get the rating', 'unable to get the user rating']"
5112,Takeda Nobuhiro no Super Cup Soccer,,,,"['unable to get the rating', 'unable to get the user rating']"
5113,Takeda Nobuhiro no Super League Soccer,,,,"['unable to get the rating', 'unable to get the user rating']"
5114,Tamagotchi Town,,,,"['unable to get the rating', 'unable to get the user rating']"
5115,Tatakae Genshijin 2 - Rookie no Bouken,,,,"['unable to get the rating', 'unable to get the user rating']"
5116,Tatakae Genshijin 3 - Shuyaku wa Yappari Joe & Mac,,,,"['unable to get the rating', 'unable to get the user rating']"
5117,Taz-Mania,,,,"['unable to get the rating', 'unable to get the user rating']"
5118,Tecmo Secret of the Stars,,NR,,['unable to get the user rating']
5119,Tecmo Super Baseball,,NR,,['unable to get the user rating']
5120,Tecmo Super Bowl,,NR,-,[]
5121,Tecmo Super Bowl II - Special Edition,,NR,,['unable to get the user rating']
5122,Tecmo Super Bowl III - Final Edition,,NR,9.5,[]
5123,Tecmo Super NBA Basketball,,NR,7.5,[]
5124,Teenage Mutant Ninja Turtles - Mutant Warriors,,,,"['unable to get the rating', 'unable to get the user rating']"
5125,Teenage Mutant Ninja Turtles - Tournament Fighters,,,,"['unable to get the rating', 'unable to get the user rating']"
5126,Teenage Mutant Ninja Turtles - Turtles in Time (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
5127,Teenage Mutant Ninja Turtles IV - Turtles in Time,,,,"['unable to get the rating', 'unable to get the user rating']"
5128,Tenchi Muyou! Game Hen,,,,"['unable to get the rating', 'unable to get the user rating']"
5129,Tenchi wo Kurau - Sangokushi Gunyuuden,,,,"['unable to get the rating', 'unable to get the user rating']"
5130,Tenryuu Genichiro no Pro Wrestling Revolution,,NR,-,[]
5131,Terminator 2 - Judgment Day,,,,"['unable to get the rating', 'unable to get the user rating']"
5132,"Terminator, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5133,Test Drive II - The Duel,,,,"['unable to get the rating', 'unable to get the user rating']"
5134,Tetris & Dr. Mario,,,,"['unable to get the rating', 'unable to get the user rating']"
5135,Tetris 2,,NR,6.8,[]
5136,Tetris Attack,,NR,9.1,[]
5137,Tetris Battle Gaiden,,,,"['unable to get the rating', 'unable to get the user rating']"
5138,Tetris Flash,,,,"['unable to get the rating', 'unable to get the user rating']"
5139,Tetsuwan Atom,,NR,-,[]
5140,The Legend of Zelda - A Link to the Islands,,,,"['unable to get the rating', 'unable to get the user rating']"
5141,Theme Park,,,,"['unable to get the rating', 'unable to get the user rating']"
5142,Thomas the Tank Engine & Friends,,NR,3.5,[]
5143,Thunder Spirits,,NR,-,[]
5144,Thunderbirds - Kokusai Kyuujotai Juudou Seyo!,,,,"['unable to get the rating', 'unable to get the user rating']"
5145,"Tick, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5146,Time Trax,,NR,-,[]
5147,Timeslip,,,,"['unable to get the rating', 'unable to get the user rating']"
5148,Timon & Pumbaas Jungle Games,,NR,5,[]
5149,Timon & Pumbaa's Jungle Games,,NR,5,[]
5150,Tin Star,,NR,-,[]
5151,Tintin - Prisoners of the Sun,,NR,6,[]
5152,Tiny Toon Adventures - Buster Busts Loose,,NR,7.3,[]
5153,Tiny Toon Adventures - Buster Busts Loose!,,NR,7.3,[]
5154,Tiny Toon Adventures - Dotabata Daiundoukai,,,,"['unable to get the rating', 'unable to get the user rating']"
5155,Tiny Toon Adventures - Wacky Sports Challenge,,NR,8,[]
5156,Tiny Toon Adventures,,NR,7.1,[]
5157,TKO Super Championship Boxing,,NR,-,[]
5158,TNN Bass Tournament of Champions,,NR,-,[]
5159,Todd McFarlanes Spawn - The Video Game,,NR,6.4,[]
5160,Tom & Jerry,,4,6.1,[]
5161,Tom and Jerry,,,,"['unable to get the rating', 'unable to get the user rating']"
5162,Tony Meola's Sidekicks Soccer,,NR,-,[]
5163,Top Gear 2,,NR,8.1,[]
5164,Top Racer 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5165,Total Carnage (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
5166,Tottemo! Lucky Man,,NR,,['unable to get the user rating']
5167,Tower Dream,,,,"['unable to get the rating', 'unable to get the user rating']"
5168,Toy Story,,NR,6.8,[]
5169,Toys - Let the Toy Wars begin,,,,"['unable to get the rating', 'unable to get the user rating']"
5170,Toys,,NR,-,[]
5171,Treasure Hunter G,,NR,-,[]
5172,Trinea,,,,"['unable to get the rating', 'unable to get the user rating']"
5173,Troddlers,,NR,7,[]
5174,Troy Aikman NFL Football,,NR,7,[]
5175,True Golf Classics - Pebble Beach Golf Links,,,,"['unable to get the rating', 'unable to get the user rating']"
5176,True Golf Classics - Wicked 18,,,,"['unable to get the rating', 'unable to get the user rating']"
5177,True Lies,,NR,7.3,[]
5178,Tsuppari Oozumou - Risshinshusse Hen,,,,"['unable to get the rating', 'unable to get the user rating']"
5179,Tsuri Tarou,,,,"['unable to get the rating', 'unable to get the user rating']"
5180,Tsuyoshi Shikkarai Shinasai - Taisen Puzzle-dama,,,,"['unable to get the rating', 'unable to get the user rating']"
5181,Tuff E Nuff,,NR,3.5,[]
5182,Turbo Toons,,,,"['unable to get the rating', 'unable to get the user rating']"
5183,Turn and Burn - No-Fly Zone,,,,"['unable to get the rating', 'unable to get the user rating']"
5184,Twinbee - Rainbow Bell Adventure,,,,"['unable to get the rating', 'unable to get the user rating']"
5185,"Twisted Tales of Spike McFang, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5186,U.N. Squadron (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
5187,Uchuu no Kishi - Tekkaman Blade,,,,"['unable to get the rating', 'unable to get the user rating']"
5188,Uchuu Race - Astro Go! Go!,,,,"['unable to get the rating', 'unable to get the user rating']"
5189,Ugoku E Ver. 2.0 - Aryol,,,,"['unable to get the rating', 'unable to get the user rating']"
5190,Ultima - Kyouryuu Teikoku,,,,"['unable to get the rating', 'unable to get the user rating']"
5191,Ultima - Runes of Virtue II,,NR,8,[]
5192,Ultima - The Black Gate,,,,"['unable to get the rating', 'unable to get the user rating']"
5193,Ultima - The False Prophet,,,,"['unable to get the rating', 'unable to get the user rating']"
5194,Ultima Gaiden - Kuro Kishi no Inbou,,,,"['unable to get the rating', 'unable to get the user rating']"
5195,Ultima VI - Itsuwari no Yogensha,,,,"['unable to get the rating', 'unable to get the user rating']"
5196,Ultima VI - The False Prophet,,NR,-,[]
5197,Ultima VII - The Black Gate,,NR,8.5,[]
5198,Ultimate Fighter,,NR,-,[]
5199,Ultimate Football,,,,"['unable to get the rating', 'unable to get the user rating']"
5200,Ultimate Mortal Kombat 3,,7,8,[]
5201,Ultra Baseball Jitsumeiban,,,,"['unable to get the rating', 'unable to get the user rating']"
5202,Ultra Baseball Jitsumeiban 2,,,,"['unable to get the rating', 'unable to get the user rating']"
5203,Ultra Baseball Jitsumeiban 3,,,,"['unable to get the rating', 'unable to get the user rating']"
5204,Ultra Seven,,NR,,['unable to get the user rating']
5205,Ultraman,,NR,-,[]
5206,Ultraman - Towards the Future,,NR,1,[]
5207,Umi no Nushi Tsuri,,NR,-,[]
5208,Umi Tsuri Meijin - Suzuki Hen,,,,"['unable to get the rating', 'unable to get the user rating']"
5209,Umihara Kawase (J),,,,"['unable to get the rating', 'unable to get the user rating']"
5210,Uncharted Waters,,NR,-,[]
5211,Undake 30 - Same Game,,,,"['unable to get the rating', 'unable to get the user rating']"
5212,Uniracers,,NR,8.8,[]
5213,Unirally,,,,"['unable to get the rating', 'unable to get the user rating']"
5214,Universal Soldier,,NR,,['unable to get the user rating']
5215,"Untouchables, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5216,Ushio to Tora,,,,"['unable to get the rating', 'unable to get the user rating']"
5217,Utopia - The Creation of a Nation,,,,"['unable to get the rating', 'unable to get the user rating']"
5218,Val dIsere Championship,,,,"['unable to get the rating', 'unable to get the user rating']"
5219,Vegas Stakes,,7,-,[]
5220,Venom - Spider-Man - Separation Anxiety,,,,"['unable to get the rating', 'unable to get the user rating']"
5221,Viking no Daimeiwaku,,,,"['unable to get the rating', 'unable to get the user rating']"
5222,Virtual Bart,,NR,7.5,[]
5223,Virtual Soccer,,NR,-,[]
5224,Virtual Wars,,,,"['unable to get the rating', 'unable to get the user rating']"
5225,Volleyball Twin,,,,"['unable to get the rating', 'unable to get the user rating']"
5226,VS. Collection,,,,"['unable to get the rating', 'unable to get the user rating']"
5227,Wagyan Paradise,,,,"['unable to get the rating', 'unable to get the user rating']"
5228,Waialae Country Club,,,,"['unable to get the rating', 'unable to get the user rating']"
5229,Waialae no Kiseki,,,,"['unable to get the rating', 'unable to get the user rating']"
5230,Wakataka Oozumou - Yume no Kyodai Taiketsu,,,,"['unable to get the rating', 'unable to get the user rating']"
5231,War 3010 - The Revolution,,NR,-,[]
5232,Warios Woods,,8,6.2,[]
5233,Wario's Woods,,8,6.2,[]
5234,Warlock,,NR,5.7,[]
5235,WarpSpeed,,NR,-,[]
5236,Waterworld,,NR,-,[]
5237,Wayne Gretzky and the NHLPA All-Stars,,,,"['unable to get the rating', 'unable to get the user rating']"
5238,Waynes World,,NR,4,[]
5239,Wayne's World,,NR,4,[]
5240,WCW Super Brawl Wrestling,,NR,7,[]
5241,WeaponLord,,NR,7,[]
5242,Wedding Peach,,,,"['unable to get the rating', 'unable to get the user rating']"
5243,Wheel of Fortune,,5.8,10,[]
5244,Wheel of Fortune - Deluxe Edition,,,,"['unable to get the rating', 'unable to get the user rating']"
5245,Where in the World is Carmen Sandiego,,NR,-,[]
5246,Where in Time is Carmen Sandiego,,NR,9,[]
5247,Whirlo,,NR,-,[]
5248,Whizz (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
5249,Wild Guns,,8,7.7,[]
5250,Wild Snake,,NR,,['unable to get the user rating']
5251,WildSnake,,,,"['unable to get the rating', 'unable to get the user rating']"
5252,Wing Commander,,NR,9,[]
5253,Wing Commander - The Secret Missions,,NR,6,[]
5254,Wings 2 - Aces High,,NR,-,[]
5255,Winter Extreme Skiing and Snowboarding,,,,"['unable to get the rating', 'unable to get the user rating']"
5256,Winter Olympic Games - Lillehammer 94,,,,"['unable to get the rating', 'unable to get the user rating']"
5257,Winter Olympic Games - Lillehammer '94,,,,"['unable to get the rating', 'unable to get the user rating']"
5258,"Wizard of Oz, The",,,,"['unable to get the rating', 'unable to get the user rating']"
5259,Wolf Child,,,,"['unable to get the rating', 'unable to get the user rating']"
5260,Wolfchild,,NR,-,[]
5261,Wolfenstein 3-D,,,,"['unable to get the rating', 'unable to get the user rating']"
5262,Wolfenstein 3D,,,,"['unable to get the rating', 'unable to get the user rating']"
5263,Wolverine - Adamantium Rage,,NR,6,[]
5264,Wondrous Magic,,,,"['unable to get the rating', 'unable to get the user rating']"
5265,Wordtris,,NR,-,[]
5266,World Class Rugby,,NR,-,[]
5267,World Class Rugby 2 - Kokunai Gekitou Hen '93,,,,"['unable to get the rating', 'unable to get the user rating']"
5268,World Cup Striker,,NR,-,[]
5269,World Cup USA 94,,NR,-,[]
5270,World Heroes (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
5271,World Heroes 2 (SNES),,,,"['unable to get the rating', 'unable to get the user rating']"
5272,World League Soccer,,NR,-,[]
5273,World Masters Golf,,,,"['unable to get the rating', 'unable to get the user rating']"
5274,World Soccer,,NR,-,[]
5275,World Soccer 94 - Road to Glory,,,,"['unable to get the rating', 'unable to get the user rating']"
