,0,1,2
225,4.7,,7.7
226,,,6.8
227,,,6.7
228,,,0
229,,,4.5
230,,,6.5
231,,,
232,,,
233,,,
234,,,
235,,,0
236,,,
237,,,
238,,,
239,,,--
240,,,
241,,,
242,,,
243,,,
244,,,6.4
245,,,
246,,,
247,,,
248,,,
249,,,7.2
250,,,0
251,,,0
252,,,0
253,,,0
254,,,
255,,,7.4
256,,,
257,,,
258,,,6.5
259,,,7.7
260,,,6.7
261,,,7.3
262,,,8.5
263,,,
264,,,
265,,,
266,,,6.4
267,,,6.9
268,,,5.3
269,,,
270,,,
271,,,0
272,,,
273,,,
274,,,
275,,,
276,,,7.9
277,,,
278,3.6,37,5.3
279,,,0
280,,,
281,,,
282,,,0
283,,,
284,,,
285,,,9.2
286,,,
287,,,6.7
288,,,6.8
289,,,
290,,,0
291,,,
292,,,7.5
293,,,4
294,,,
295,,,
296,,,
297,2,,5.4
298,,,
299,,,
300,,,
301,,,
302,,,6.3
303,,,2.3
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,4.9
311,,,
312,,,
313,,,6.9
314,,,6.7
315,,,0
316,,,
317,,,
318,,,6.4
319,,,7.1
320,,,
321,,,6.4
322,,,7.1
323,,,
324,,,
325,,,9
326,,,9
327,,,
328,,,7
329,,,
330,,,
331,,,7.1
332,,,7.9
333,,,
334,,,10
335,,,5.7
336,,,
337,,,6.8
338,,,0
339,,,7.8
340,,,
341,,,
342,7.2,70,7.3
343,,,
344,,,
345,,,6.5
346,,,
347,,,0
348,,,
349,,,5.1
350,,,8.6
351,,,
352,,,6.6
353,7,,7.4
354,,,6.6
355,,,0
356,,,6.5
357,,,
358,,,8.8
359,,,7.1
360,,,5.1
361,,,6.4
362,,,
363,,,7.9
364,,,
365,,,6.6
366,,,6.6
367,,,
368,,,
369,,,
370,,,
371,,,
372,,,
373,,,
374,,,
375,,,
376,,,
377,,,7.7
378,7.5,,7.5
379,,,7.3
380,,,7.3
381,,,
382,,,
383,,,9.1
384,,,
385,,,0
386,,,5.9
387,,,
388,,,5.8
389,,,0
390,,,
391,,,
392,,,
393,,,6.6
394,7,,6
395,,,0
396,,,4.9
397,,,
398,,,0
399,8,,8.4
400,,,7.4
401,,,
402,,,6
403,,,
404,,,
405,,,
406,,,
407,,,
408,,,
409,,,6.4
410,,,
411,4.2,71,6.3
412,,,7.8
413,,,7.7
414,,,8
415,,,
416,,,6.3
417,,,
418,,,0
419,,,
420,,,7.1
421,,,7.1
422,,,
423,,,7.2
424,,,8.1
425,,,7.1
426,,,0
427,,,6.8
428,,,
429,,,
430,,,
431,,,0
432,,,9.2
433,,,5.9
434,,,
435,,,
436,,,5.8
437,,,7.1
438,,,0
439,,,
440,,,
441,,,
442,,,
443,,,7.9
444,,,
445,,,7.8
446,,,
447,,,8.1
448,,,
449,,,
450,,,0
451,,,0
452,,,
453,,,
454,,,
455,7.5,,7.8
456,,,7.3
457,,,
458,,,
459,,,5.8
460,,,--
461,,,3.5
462,,,3.3
463,,,
464,,,3.9
465,,,6.3
466,,,
467,,,
468,,,
469,,,5.6
470,,,7.2
471,,,3.6
472,,,
473,,,7.5
474,,,
475,,,0
476,,,0
477,,,
478,,,
479,,,3.8
480,,,0
481,,,8.5
482,,,0
483,,,6
484,,,0
485,,,0
486,,,0
487,,,0
488,8,78,7.7
489,,,
490,,,
491,,,7.7
492,,,--
493,,,--
494,,,2.3
495,,,2.3
496,,,
497,,,6.5
498,,,0
499,,,5.8
