,0,1,2
678,,,6.6
679,,,
680,,,6.1
681,,,7
682,,,
683,,,3.1
684,,,0
685,,,4.9
686,,,
687,,,0
688,,,7.5
689,6.1,69,7.4
690,,,7.2
691,8,81,8.1
692,,,
693,,,
694,,,6.8
695,,,6.2
696,,,
697,,,
698,,,0
699,,,7
700,,,8
701,,,6.6
702,,,0
703,,,0
704,,,6.6
705,,,8.1
706,,,
707,,38,8
708,,,
709,,,
710,,,0
711,,,7.1
712,,,5.4
713,,,5.4
714,,,6.7
715,,,
716,,,
717,,,7.5
718,,,
719,,,
720,,,
721,,,
722,,,
723,,,4.7
724,,,
725,,,7.2
726,,,5.6
727,,,6.4
728,,,
729,,,
730,,,
731,,,
732,,,
733,,,
734,,,9.5
735,,,
736,,,
737,,,5.8
738,,,4.8
739,,,--
740,,,6.2
741,,,6.3
742,,,3.9
743,,,6.3
744,,,5.5
745,,,
746,,,6.3
747,,,6.2
748,,,7.6
749,,,8.4
750,8,80,8.9
751,8,80,8.9
752,,,
753,,,
754,,,
755,,,
756,,,
757,,,
758,,,
759,,,6.3
760,,,6.3
761,,,7.4
762,,,7.3
763,,,7.3
764,,,5.6
765,,,8.4
766,,,8.5
767,,,5.9
768,,,
769,,,
770,7.6,46,7.6
771,,,7.8
772,,,
773,,,
774,,,
775,,,
776,,,
777,,,
778,,,3.6
779,,,0
780,8,81,7.9
781,,,
782,,,0
783,,,0
784,,,0
785,,,
786,,64,5.8
787,,,7.7
788,,,6.5
789,,,6.9
790,,,6.9
791,,,
792,,,
793,,,
794,,,--
795,,,8.5
796,6,80,9.2
797,,,
798,,,0
799,,,0
800,,,
801,,,
802,,,
803,,,
804,,,
805,,,8.7
806,,,7.4
807,,,0
808,,,4.4
809,,,4.4
810,,,
811,,,
812,,,0
813,,,0
814,,,0
815,,,0
816,,,0
817,,,
818,,,
819,,,
820,,,0
821,,,0
822,,,--
823,,,
824,,,0
825,,,
826,,,0
827,,,0
828,,,7.4
829,5,64,4.1
830,7.9,62,7.7
831,,,
832,,,5.6
833,5,64,4.1
834,,,
835,,,
836,,,
837,,,0
838,,,
839,,,
840,,,5.6
841,,,0
842,,,
843,,,8
844,,,0
845,,,5.3
846,,,6.1
847,,,8.2
848,,,
849,,,
850,,,0
851,,,5.1
852,,,6.1
853,,,
854,,,
855,,,
856,,,0
857,,,7.2
858,,,8
859,,,
860,,,
861,,,6.5
862,,,0
863,,,0
864,,,
865,,,0
866,,,
867,,,0
868,,,0
869,,,
870,,,
871,,,8.4
872,,,6
873,,,3.3
874,,,
875,,,
876,,,
877,,,8.4
878,,,7
879,,,7
880,,,8
881,,,8.3
882,,,5.1
883,,69,7.5
884,,,6.9
885,,,7.6
886,,,
887,,,
888,,,6.4
889,,,
890,,,
891,,,6.7
892,,,6.9
893,,,
894,,,5.4
895,,,8.6
896,,,0
897,,,6.5
898,,,7.1
899,,,7.1
900,,,7.1
901,,,
902,,,0
903,,,5.5
904,,,6
905,,,6.6
906,,,5.1
907,7.2,,8.4
908,,,
909,5.8,,7.1
910,,,
911,,,
912,,,
913,,,
914,,,0
915,,,0
916,,,0
917,,,
918,,,0
919,,,0
920,,,
921,,,
922,8.3,,7.6
923,,,7.9
924,,,
925,,,
926,,,6.4
927,,,
928,,,
929,,,
930,,,8.6
931,,,7
932,,,10
933,,,7.3
934,,,6.9
935,,,7
936,,,6.8
937,,,0
938,,,
939,,,0
940,,,0
941,,,
942,,,8.4
943,,,8.5
944,,,8.4
945,,,
946,,,8
947,,,8.4
948,,,8.4
949,,,
950,,,0
951,,,7.9
952,,,5.6
953,,,7.9
954,,,0
955,7.8,,8.6
956,,,5.4
957,,,8.5
958,,,
959,,,
960,,,0
961,,,
962,,,6.2
963,,,
964,,,
965,,,8.2
966,,,
967,,,--
968,,,
969,,,0
970,,,
971,,,0
972,,,0
973,,,
974,,,8
975,,,0
976,,,0
977,,,
978,,,0
979,,,0
980,,,0
981,,,0
982,,,0
983,,,
984,,,9.5
985,,,9
986,,,
987,,,0
988,,,0
989,,,0
990,,,
991,,,
992,7.4,78,8
993,7.4,78,8
994,,,
995,,,7.4
996,,,
997,,,7.4
998,,,6.6
999,,,0
