,0,1,2
223,4.9,,4.8
224,7.1,92,8.6
225,9.9,91,8.8
226,9,97,8.4
227,4.6,,3.1
228,,,0
229,5.3,,5.3
230,,,6.2
231,,,
232,,,8.5
233,5.1,,3.1
234,,,
235,,,
236,,,0
237,6.7,,7.3
238,,,8.5
239,,,7.7
240,,,
241,9.2,88,7.7
242,,,
243,,,6
244,,,
245,8.6,,7.1
246,7.7,65,7.4
247,8.9,,8.5
248,6.6,,7.9
249,3.6,49,5.2
250,7,,6.8
251,,,8.7
252,,,5
253,6.2,,5.9
254,,,
255,6.8,,7.6
256,,67,6.5
257,9.1,46,6.4
258,2.6,65,6.8
259,9.1,,8.8
260,4.9,,5.3
261,7.1,,8.1
262,,,6.5
263,6.4,75,6.2
264,4.7,,5.6
265,5.4,,6.5
266,8,70,7.5
267,,,8
268,5,55,5.4
269,,,
270,,,5.5
271,,,7.2
272,,,5.4
273,,,4.9
274,,,
275,,,1.5
276,,,10
277,,,
278,,,
279,,,8.5
280,,,9.3
281,,,
282,,,
283,,,
284,,,
285,,,
286,,,
287,,,
288,,,
289,,,
290,,,7.2
291,,,
292,,,
293,,,
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,--
300,,,
301,,,
302,,,
303,,,
304,,,6.3
305,,,4.5
306,,,
307,,,
308,,,
309,,,0
310,,,
311,,,
312,,,0
313,,,
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,5.9
320,,,3.7
321,,,
322,,,
323,,,
324,,,7.6
325,,,
326,,,
327,,,
328,,,8.6
329,,,7.8
330,,,0
331,,,
332,,,
333,,,
334,,,7.8
335,,,7.3
336,,,
337,,,
338,,,
339,,,
340,7.5,,8.2
341,,,--
342,,,5.1
343,,,6.7
344,,,0
345,,,6.1
346,,,8
347,,,10
348,,,
349,,,7.4
350,,,0
351,,,
352,,,
353,,,
354,,,5.8
355,,,
356,,,6.5
357,,,7.4
358,,,8.3
359,,,5.9
360,,,
361,,,7
362,,,
363,,,0
364,,,
365,,,5.8
366,,,7.4
367,,,
368,,,
369,,,0
370,,,
371,,,7.8
372,,,8.2
373,,,8.4
374,,,7.3
375,,,
376,,,
377,,,
378,,,
379,,,
380,,,
381,,,
382,,,
383,,,
384,,,7.1
385,,,
386,,,5.8
387,,,6.7
388,,,7.6
389,,,8
390,,,
391,,,
392,,,8.2
393,,,
394,,,7.4
395,,,
396,,,
397,,,7.7
398,,,
399,,,
400,,,7.3
401,,,7.2
402,,,0
403,,,6.8
404,,,
405,,,
406,,,7.5
407,,,8.3
408,,,
409,,,6.3
410,,,5
411,,,
412,,,
413,,,6.7
414,,,0
415,,,7.1
416,,,
417,,,0
418,,,
419,,,
420,,,8.3
421,,,7.6
422,,,6.4
423,,,5.5
424,,,
425,,,
426,,,6.5
427,,,
428,,,
429,,,6.9
430,,,0
431,,,7.4
432,,,7.7
433,,,
434,,,
435,,,7.8
436,9,,7.5
437,8.2,,7.3
438,,,0
439,,52,5.6
440,3,30,3.8
441,,,
442,,,
443,,,
444,,,
445,,,
446,5,,7.8
447,5,60,7.8
448,,,
449,,,7.5
450,,,
451,,,
452,,,7.6
453,,,
454,,,8.3
455,,,8.5
456,,,8.2
457,,,
458,,,7.7
459,,,
460,,,
461,,,
462,,,
463,,,
464,,,
465,,,
466,,,7.1
467,,,7.3
468,,,
469,,,
470,,,
471,,,8.3
472,,,7.8
473,8.6,,7.8
474,8.6,,7.8
475,4.4,,7.8
476,,,8.5
477,,,8.2
478,7.9,,8.1
479,8.7,,7.8
480,9.2,,8.3
481,,,6.8
482,,,0
483,,,0
484,,,7.7
485,,,8
486,,,
487,,,
488,,,
489,,,6.8
490,,,7.6
491,,,
492,,,
493,,,
494,,,
495,,,
496,,,
497,,,
498,,,
499,5.6,,6.9
