,0,1,2
235,,,
236,,,
237,,,0
238,,,
239,,,
240,,,
241,,,7.3
242,,,
243,,,
244,,,
245,,,
246,,,--
247,3.5,,5.3
248,,,6.6
249,,,6
250,,,7
251,,,
252,,,0
253,,,7.9
254,,,10
255,,,0
256,,,--
257,,,
258,,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,,,
265,,,
266,,,0
267,,,6
268,,,
269,,,6.2
270,,,
271,,,0
272,7.7,55,7.7
273,,,0
274,,,6.8
275,7.5,76,7.9
276,,,
277,,,
278,,,
279,,,0
280,,,
281,,,
282,,,
283,,,
284,,,
285,,,0
286,,,
287,5.6,62,7.4
288,,,
289,5.6,,7.6
290,,,6.5
291,,,
292,,,7.5
293,,,
294,,,
295,,,--
296,,,5.6
297,,,5.1
298,,,
299,,,
300,,,
301,,,0
302,,,
303,,,0
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,6.9
310,,,
311,,,
312,,,
313,,,
314,,,7.8
315,,,
316,,,6.5
317,,,0
318,,,0
319,,,0
320,,,7.9
321,,,
322,,,
323,,,7.7
324,,,7.4
325,,,7.5
326,,,0
327,,,
328,,,6.7
329,,,4.7
330,,,6
331,,,6.2
332,,,0
333,,,
334,,,
335,,,
336,,,--
337,,,9
338,,,
339,,,
340,,,
341,,,8.2
342,,,8.2
343,,,
344,,,
345,,,6.1
346,,,6.1
347,7.9,76,7.5
348,,,0
349,,,2.5
350,,,
351,,,0
352,,,3.4
353,3.6,,6.8
354,,,
355,,,
356,,,8.5
357,,,7.3
358,,,8.6
359,,,
360,,,7.9
361,,,7.9
362,,,7.9
363,,,8.1
364,,,
365,,,6.4
366,,,10
367,,,7.8
368,,,7.3
369,,,7.9
370,,,8.2
371,,,
372,,,5.9
373,,,6.3
374,,,
375,,,
376,,,6.3
377,,,
378,,,
379,,,7.9
380,,,7.9
381,,,7.9
382,,,8.1
383,,,
384,,,
385,,,
386,,,--
387,,,
388,,,
389,,,
390,,,
391,,,
392,,,7.6
393,,,
394,6.9,75,8.7
395,,,
396,,,
397,,,7.2
398,,,7.2
399,,,6.9
400,,,0
401,,,
402,,,
403,,,
404,,,
405,,,4.3
406,,,
407,,,
408,,,6.3
409,,,
410,,,7.7
411,,,7.7
412,,,
413,,,
414,,,8.2
415,,,
416,,,
417,,,6.1
418,,,0
419,,,1.6
420,,,
421,,,
422,,,8.4
423,,,
424,,,7.2
425,,,
426,,,
427,,,
428,,,
429,5.9,58,6.9
430,5.9,58,6.9
431,,,7.8
432,,,8.3
433,,,8.1
434,,,7
435,,,0
436,,,0
437,,,
438,,,
439,,,0
440,,,0
441,,,
442,,,
443,,,
444,,,0
445,,,8.3
446,,,8.9
447,,,0
448,,,
449,,,0
450,,,
451,,,0
452,,,
453,,,
454,,,7.6
455,,,0
456,,,
457,,,
458,,,
459,,,
460,,,0
461,,,
462,,,
463,,,4.2
464,,,
465,,,7
466,,,
467,,,0
468,,,
469,,,0
470,,,0
471,,,4
472,,,4.6
473,,,4.8
474,,,6
475,,,6
476,,,6.6
477,,,0
478,,,7.9
479,,,
480,,,
481,7.6,68,7.8
482,,,
483,,,
484,,,5
485,,,
486,,,8
487,,,0
488,,,
489,,,
490,,,
491,,,7
492,,,7
493,,,0
494,,,
495,,,7.1
496,,,
497,,,0
498,,,
499,,,
