,0,1,2
222,,,6.1
223,,,5.9
224,,,
225,,,
226,,,
227,,,
228,,,
229,,,
230,,,
231,,,
232,,,
233,,,
234,,,
235,,,
236,,,6.4
237,,,
238,,,
239,,,
240,,,
241,,,6.2
242,,,
243,,,
244,7.5,,7.9
245,,,7.7
246,,,8.2
247,,,
248,,,
249,,,5.9
250,,,7.1
251,,,
252,,,
253,,,
254,,,7.2
255,,,
256,,,5.4
257,,,6.8
258,,,
259,,,
260,,,
261,,,
262,,,
263,,,
264,,,7
265,,,7.1
266,,,5.5
267,,,6.1
268,,,
269,,,5.6
270,,,
271,,,0
272,,,6.9
273,,,
274,,,--
275,,,
276,,,4.6
277,,,
278,,,
279,,,
280,,,6.8
281,,,6.8
282,,,
283,,,6.4
284,,,
285,,,4
286,,,4
287,,,7.4
288,,,6.7
289,,,6.5
290,,,
291,,,6.3
292,,,5.7
293,,,7
294,,,5
295,,,
296,,,
297,,,
298,,,7
299,,,8
300,,,
301,,,5.2
302,,,2.5
303,,,
304,,,4.5
305,,,6.8
306,6.5,,7.8
307,,,4.5
308,,,7.5
309,,,
310,,,6.8
311,,,4.2
312,,,
313,,,
314,,,
315,4.2,,6.5
316,,,5
317,,,7.6
318,,,7.6
319,,,8.1
320,,,
321,,,
322,6.8,,7.4
323,,,
324,,,7.3
325,,,6.7
326,,,
327,,,7.5
328,,,
329,,,
330,,,
331,,,0
332,,,7.6
333,,,7.7
334,,,6.5
335,,,
336,,,
337,,,6.4
338,,,0
339,,,
340,,,
341,,,7.8
342,,,5.2
343,,,5.5
344,,,5.8
345,,,
346,,,4.4
347,,,
348,,,6.1
349,,,6.6
350,,,6
351,,,
352,,,
353,,,5.8
354,,,5.8
355,,,7.1
356,,,6.7
357,,,
358,,,5.9
359,,,
360,,,
361,,,
362,,,
363,,,
364,,,8.4
365,,,
366,,,5.3
367,,,
368,,,
369,,,
370,,,6.9
371,,,6
372,,,
373,,,
374,,,
375,,,
376,,,8.6
377,,,
378,,,4.5
379,,,
380,,,
381,,,
382,,,6.3
383,,,0
384,,,
385,,,
386,,,7.9
387,,,8.1
388,,,
389,,,
390,,,
391,,,
392,,,
393,,,
394,,,
395,,,
396,,,7.3
397,,,
398,,,
399,,,5.9
400,,,
401,,,0
402,,,
403,,,
404,,,
405,,,
406,,,7.2
407,,,6.5
408,,,
409,,,
410,,,7.4
411,,,9
412,,,
413,,,6.2
414,,,
415,,,
416,,,
417,,,5.2
418,,,6.3
419,,,6.7
420,8.2,74,8.1
421,,,
422,,,
423,6.5,,7.9
424,,,8.5
425,,,
426,,,
427,,,7.4
428,,,
429,,,4.3
430,,,
431,,,
432,,,7.7
433,,,
434,,,7.2
435,,,
436,,,
437,,,
438,,,
439,,,0
440,,,
441,,,
442,,,
443,,,
444,,,
445,,,
446,,,4.2
447,,,
448,,,9.1
449,,,6.5
450,,,
451,,,5.8
452,,,4.5
453,,,4
454,,,
455,,,5.6
456,,,
457,,,0
458,,,7.7
459,,,5.9
460,,,
461,,,7
462,,,6.4
463,,,7.7
464,,,7.1
465,,,7.2
466,,,7.2
467,,,4
468,,,6.7
469,,,
470,,,
471,,,8.2
472,,,7.4
473,,,
474,,,8.1
475,,,
476,,,6.1
477,,,4.5
478,,,
479,,,
480,,,7.3
481,,,7.6
482,,,8.1
483,,,8.1
484,,,
485,,,
486,,,
487,,,6.8
488,8,,8.8
489,,,
490,,,7.1
491,,,5
492,,,
493,,,6.2
494,,,
495,,,0
496,,,6.2
497,,,0
498,,,
499,,,7.8
500,,,
501,,,6.4
502,,,
503,,,5.8
504,,,
505,,,
506,,,
507,,,
508,,,6.4
509,,,5.1
510,,,4.8
511,,,5.8
512,,,8
513,,,--
514,,,
515,6.3,72,6.8
516,,,6.7
517,,,0
518,,,
519,,,7.2
520,,,
521,,,0
522,,,7.5
523,,,5.7
524,,,8.3
525,,,
526,,,
527,,,5.7
528,,,
529,6.3,65,7.3
530,,,
531,,,
532,,,
533,,,
534,,,9
535,,,7
536,,,
537,,,
538,,,
539,,,
540,,,6.6
541,3,,5.6
542,,,10
543,,,6
544,,,
545,,,
546,,,
547,,,
548,,,
549,,,
550,,,
551,,,
552,,,
553,,,
554,,,
555,,,
556,5,49,6
557,,,
558,,,
559,,,6
560,,,6.7
561,,,
562,,,8.2
563,,,6.7
564,,,2.1
565,,,6.7
566,,,2.1
567,,,5
568,,,
569,,,6.5
570,,,7.3
571,,,7.2
572,,,5.8
573,,63,8.3
574,,,
575,,,
576,,,7.9
577,,,
578,,,
579,,,
580,,,
581,,,
582,,,
583,,,
584,,,
585,,,
586,,,
587,,,
588,,,7.7
589,,,0
590,,,8.3
591,,,
592,,,
593,,,
594,,,6
595,,,8.6
596,,,8.6
597,,,
598,,,
599,,,7.4
600,,,
601,,,8
602,,,5.7
603,,,
604,,,
605,,,0
606,,,5
607,,,
608,,,
609,,,5
610,,,
611,,,
612,,,
613,,,7.5
614,,,
615,6.4,66,8
616,,,5.2
617,,,
618,,,
619,,,
620,,,
621,,,
622,,,6.7
623,,,7.4
624,,,
625,,,4.5
626,,,8.5
627,,,8
628,,,
629,,,
630,,,0
631,,,4.3
632,,,
633,,,
634,,,
635,,,
636,,,
637,,,5
638,,,5.5
639,,,
640,,,0
641,,,
642,,,
643,,,
644,,,
645,,,
646,,,6.8
647,,,5
648,,,
649,,,
650,,,
651,,,7.8
652,,,
653,,,8
654,,,7.5
655,,,7.2
656,,,7.2
657,,,6.3
658,,,
659,,,5.5
660,6.5,67,8
661,,,
662,,,
663,,,
664,,,6
665,8.9,88,9.1
666,,,8.2
667,,,
668,,,
669,,,
670,,,6.9
671,,,4.5
672,,,6
673,,,
674,,,
675,,,
676,,,6
677,,,7.2
678,,,
679,,,
680,,,8.1
681,,,8.1
682,,,
683,,,
684,,,7.1
685,,,5.9
686,,,6.4
687,,,4.4
688,,,0
689,,,7
690,,,7.9
691,,,
692,,,6.3
693,,,
694,,,
695,,,
696,,,
697,,,
698,,,
699,,,5.5
700,,25,5
701,,,7.3
702,,,
703,,,6
704,,,0
705,,,
706,,,
707,,,
708,,,
709,,,
710,,,
711,,,4.5
712,,,
713,,,5.5
714,,,5.5
715,,,
716,,,
717,,,
718,,,8.1
719,,,
720,,,
721,,,6
722,,,
723,,,
724,,,
725,,,
726,,,
727,,,
728,,,6.2
729,,,8
730,,,
731,,,0
732,,,8.8
733,,,
734,,,7.4
735,,,7.4
736,,,6.4
737,,,7.1
738,,,7.1
739,3,38,4.5
740,,,7
741,,,
742,,,
743,,,
744,,,7.1
745,,,
746,,,
747,,,7
748,,,
749,,,
750,,,7.7
751,,,7.2
752,,,
753,,,
754,,,0
755,,,
756,,,
757,,,7
758,,,0
759,,,
760,,,6.6
761,,,0
762,,,0
763,,,
764,,,
765,,,6.3
766,,,6.3
767,,,7
768,,,
769,,,
770,,,
771,,,
772,,,8.1
773,,,0
774,,,9
775,,,
776,,,
777,,,6.6
778,,,
779,,,
780,,,7.8
781,,,10
782,,,8.8
783,,,5.4
784,,,
785,,,
786,,,6.9
787,,,
788,,,8.8
789,,,
790,,,4.7
791,,,
792,,,7.8
793,,,0
794,,,
795,,,4.5
796,,,
797,,,
798,,,
799,,,0
800,,,6
801,,,
802,,,
803,,,
804,,,
805,,,4.5
806,,,5.3
807,,,
808,,,0
809,,,
810,,,
811,,,5.4
812,,,
813,,,
814,,,5.7
815,,,0
816,,,0
817,,,0
818,,,
819,,,
820,,,
821,,,5
822,,,
823,,,
824,,,
825,,,
826,,,
827,,,
828,,,
829,,,
830,,,9.1
831,,,4.9
832,,,
833,,,
834,,,9.6
835,,,
836,,,0
837,6.3,66,7.2
838,7.1,,8.1
839,,,0
840,,,0
841,,,0
842,,,0
843,,,0
844,,,0
845,,,6.5
846,,,6.5
847,,,0
848,,,0
849,,,
850,,,
851,,,
852,,,
853,,,
854,8.1,,7.6
855,,,
856,,,6.9
857,,,
858,,,0
859,,,0
860,,,
861,,,
862,,,
863,,,
864,,,6.5
865,,,
866,,,7
867,,,0
868,,,
869,,,7.5
870,,,
871,,,7.3
872,,,
873,,,9.3
874,,,7.4
875,,,
876,,,7.7
877,,,7.7
878,,,6.5
879,,,0
880,,,6.5
881,,,
882,,,
883,,,6.3
884,,,
885,,,
886,,,7.7
887,,,
888,,,--
889,,,10
890,,,10
891,,,
892,,,0
893,,,0
894,,,
895,,,6.3
896,,,6
897,,,
898,,,6.3
899,,,6
900,,,
901,,,
902,,,
903,,,
904,,,5.7
905,,,5.7
906,,,
907,,,
908,,,
909,,,6.1
910,,,6.1
911,,,0
912,,,7
913,,,0
914,,,8
915,7.3,68,6.9
916,,,
917,,,5.8
918,,,
919,,,0
920,,,
921,,,
922,,,
923,,,0
924,,,
925,,,0
926,,,7.5
927,,,
928,,,
929,,,
930,,,
931,,,
932,,,0
933,,,0
934,,,0
935,,,
936,,,7
937,,,5.5
938,,,
939,,,4
940,,,
941,,,
942,,,
943,,,0
944,,,8
945,,,
946,,,0
947,,,
948,,,
949,,,
950,,,
951,,,
952,,,0
953,,,0
954,,,
955,,,6.6
956,,,
957,,,0
958,,,0
959,,,7.7
960,,,
961,,,
962,,,
963,,,3.3
964,,,0
965,,,
966,,,5.4
967,,,7.2
968,,,
969,,,9
970,,,
971,,,7.6
972,,,
973,,,
974,,,
975,,,
976,,,3.8
977,,,
978,,,
979,,,6.9
980,,,
981,,,9.4
982,,,
983,,,
984,,,
985,,,
986,,,
987,,,0
988,,,0
989,,,6.4
990,,,
991,,,0
992,,,
993,,,
994,,,8.4
995,,,0
996,,,6.7
997,,,6.7
998,,,7.3
999,,,
